"","Gene","Cluster","Max_Weight","Rank"
"TLR10","TLR10",2,3.05337707249181,4
"FIBIN","FIBIN",4,2.49570458387791,4
"MDFI","MDFI",4,3.13452408844376,4
"APCDD1","APCDD1",1,2.70019787266158,4
"CRABP2","CRABP2",1,2.50313205596272,4
"CCL3","CCL3",3,2.13772332194893,4
"FCGR2A","FCGR2A",4,2.5678098852188,4
"H2BC21","H2BC21",4,2.35085978505866,4
"CA2","CA2",4,2.74592262136171,4
"SDS","SDS",4,2.46786803141875,4
"EPYC","EPYC",4,2.66194190617095,4
"NPY1R","NPY1R",1,2.21549577116239,4
"HOXD9","HOXD9",1,2.95697987175702,4
"RSPO3","RSPO3",1,3.02346258350164,4
"PTTG1","PTTG1",2,2.60809614298332,4
"ECEL1","ECEL1",1,2.31093215239065,4
"SPCS2","SPCS2",4,2.20530665975954,4
"GALNT5","GALNT5",3,2.98849487926762,4
"ST6GAL2","ST6GAL2",4,3.04439377232501,4
"LILRB4","LILRB4",3,2.68244952745335,4
"LIPE","LIPE",1,2.93860625294035,4
"DUSP2","DUSP2",2,2.72749305522509,4
"CD7","CD7",2,3.32377909446212,4
"GRHL2","GRHL2",4,2.80138715201542,4
"NOVA1","NOVA1",1,3.54140373192035,4
"CYTOR","CYTOR",4,2.66967263348978,4
"AC012349.1","AC012349.1",1,2.39413807372331,4
"ISG15","ISG15",2,2.41001053870271,4
"ADAM8","ADAM8",2,2.96391150950686,4
"AC119673.3","AC119673.3",3,2.24212547435216,4
"RTKN2","RTKN2",2,2.73150222356675,4
"IRF6","IRF6",4,3.06166674409392,4
"ADAMTS9-AS2","ADAMTS9-AS2",1,3.05352960722336,4
"GPD1","GPD1",1,2.51148251889615,4
"UNC5B","UNC5B",4,3.26044704079869,4
"ITGB7","ITGB7",2,3.43692914221725,4
"HDC","HDC",1,2.91621208328561,4
"SLAMF7","SLAMF7",2,3.27551159718809,4
"KCNA1","KCNA1",1,2.81900271968336,4
"MPZL2","MPZL2",4,2.63788847693117,4
"TENM1","TENM1",1,2.85711847989505,4
"PROX1","PROX1",1,2.57609103897429,4
"PRLR","PRLR",4,2.37197013371877,4
"ID2","ID2",4,2.14669538714517,4
"CCL4","CCL4",2,2.38747755553459,4
"MGST1","MGST1",4,2.62112661596857,4
"MFAP5","MFAP5",3,2.87414026366913,4
"TENT5C","TENT5C",2,3.20613385249468,4
"SPOCK1","SPOCK1",4,3.10560409685798,4
"CNTFR","CNTFR",1,3.19571657206584,4
"MYBL2","MYBL2",2,2.8354003260523,4
"TWIST2","TWIST2",1,2.99369842455309,4
"PCDH19","PCDH19",1,2.98943234779585,4
"PWWP3B","PWWP3B",1,2.40546358803897,4
"FPR3","FPR3",2,2.49691624405074,4
"UBE2C","UBE2C",4,2.49635040806475,4
"MTND3P10","MTND3P10",3,2.25594165659345,4
"MAPT","MAPT",1,2.58525413011305,4
"MEX3A","MEX3A",4,2.51767111046345,4
"SUSD3","SUSD3",2,2.83200712697371,4
"AMPD1","AMPD1",1,2.54165324947513,4
"CCR2","CCR2",2,2.73669184240755,4
"CP","CP",4,2.10717523853896,4
"STC1","STC1",4,2.58402199843575,4
"ACKR3","ACKR3",4,2.3025805080231,4
"HLA-DOB","HLA-DOB",2,3.24931670268518,4
"STMN2","STMN2",3,2.32993824684773,4
"LRFN5","LRFN5",1,2.94949056332652,4
"PTHLH","PTHLH",4,2.18226266701145,4
"THRSP","THRSP",3,2.40427525155427,4
"DAPP1","DAPP1",2,3.3549609477984,4
"PLEKHH2","PLEKHH2",1,3.22393567283316,4
"BIN2","BIN2",2,3.11980776284889,4
"NEBL","NEBL",4,2.67974085309861,4
"PDE3B","PDE3B",2,3.08038459210096,4
"MAP4K1","MAP4K1",2,3.41866028936645,4
"CD83","CD83",2,2.85963361710024,4
"RAB25","RAB25",4,2.90875544395327,4
"SLC7A5","SLC7A5",2,2.48748091047535,4
"CR1","CR1",2,2.55500023034919,4
"PLAU","PLAU",4,3.02795553013111,4
"RASAL3","RASAL3",2,3.37695827979756,4
"GALNT3","GALNT3",4,2.6146863616083,4
"NRG1","NRG1",1,2.25037209675511,4
"SUMO2","SUMO2",4,2.39080810183194,4
"NCF2","NCF2",2,2.32252950727777,4
"ZNF469","ZNF469",4,2.56020940213785,4
"HEYL","HEYL",4,2.38667621312988,4
"SCARNA9","SCARNA9",2,2.52668515865215,4
"TUBB2B","TUBB2B",1,2.14920403357421,4
"EGLN3","EGLN3",3,2.49440967954117,4
"NECTIN4","NECTIN4",4,2.66991612520584,4
"EVA1A","EVA1A",4,2.56661583160657,4
"TNFRSF13B","TNFRSF13B",2,3.06714994002962,4
"ENPP1","ENPP1",4,3.04177566133485,4
"CD37","CD37",2,3.54956611883374,4
"CCL5","CCL5",2,3.38801653122159,4
"RHOF","RHOF",2,3.40856756890379,4
"RFLNA","RFLNA",4,2.71056539029585,4
"GPR171","GPR171",2,3.22580862662207,4
"UCHL1","UCHL1",4,2.51047089915236,4
"HVCN1","HVCN1",2,2.93085157958034,4
"PTPN6","PTPN6",2,3.44257147258969,4
"NPR3","NPR3",4,2.55027134958088,4
"MOXD1","MOXD1",4,2.04981590692449,4
"BCL11A","BCL11A",2,3.1321367116514,4
"CRLF1","CRLF1",4,2.64936256960967,4
"KCNN4","KCNN4",2,2.80683184155886,4
"CMPK2","CMPK2",2,2.5126671639619,4
"CD96","CD96",2,3.29956511887962,4
"CD1C","CD1C",2,2.63466696943802,4
"LCN2","LCN2",4,2.61438665685914,4
"STUM","STUM",1,2.92438937624308,4
"HSH2D","HSH2D",2,3.38676107394721,4
"TUBA1C","TUBA1C",4,2.97766140997967,4
"FMO5","FMO5",1,2.27515493699411,4
"PLN","PLN",4,2.6588901278028,4
"EDNRB","EDNRB",1,3.22218641538661,4
"SLCO2A1","SLCO2A1",1,2.2205434856362,4
"DMKN","DMKN",4,2.62652590648071,4
"RHOH","RHOH",2,3.09501639052675,4
"LRP2","LRP2",1,2.33595198944735,4
"SCO2","SCO2",2,2.59547586663053,4
"IL17RD","IL17RD",1,2.96055090716631,4
"FCN1","FCN1",2,2.58973122968334,4
"CTHRC1","CTHRC1",3,2.84156473395676,4
"FAM184A","FAM184A",1,3.01388074015345,4
"MASP1","MASP1",1,2.66843093527111,4
"RGMA","RGMA",1,3.19701622865649,4
"CD72","CD72",2,3.31726732492134,4
"GDF10","GDF10",1,2.94789259066318,4
"PDGFRL","PDGFRL",1,2.99892544121098,4
"FAM107A","FAM107A",1,2.93059012616278,4
"SLC2A5","SLC2A5",2,2.48938923993851,4
"AIF1L","AIF1L",1,2.49217989382814,4
"MYBPC1","MYBPC1",3,2.30586229651459,4
"FCRL1","FCRL1",2,3.11524043042169,4
"SAE1","SAE1",4,2.37402118962317,4
"SERTAD4","SERTAD4",4,3.06363081070063,4
"BIRC5","BIRC5",4,2.4045440662437,4
"LINC01088","LINC01088",1,2.27687243535878,4
"CHI3L2","CHI3L2",2,2.18355469295965,4
"CD5","CD5",2,3.39226970524925,4
"MIR155HG","MIR155HG",2,2.93306717470704,4
"AP003497.2","AP003497.2",2,2.91975095467299,4
"ITGAX","ITGAX",2,2.85351549362936,4
"KRT16","KRT16",4,3.07335965731029,4
"DGAT2","DGAT2",4,1.91596329542251,4
"GSTM3","GSTM3",1,2.90199885043154,4
"CACHD1","CACHD1",1,2.74754904751335,4
"GPR183","GPR183",2,3.16592279958341,4
"ZNF683","ZNF683",2,2.76577076753012,4
"SLC34A2","SLC34A2",4,2.36638615356372,4
"GAREM1","GAREM1",1,2.8077025521076,4
"GAL3ST4","GAL3ST4",4,2.67077775042388,4
"GPR174","GPR174",2,3.08492918122685,4
"GBP4","GBP4",2,2.87406640209392,4
"MS4A2","MS4A2",1,2.8709460795607,4
"ITGAL","ITGAL",2,3.71689051808578,4
"INHBB","INHBB",1,2.67374670467007,4
"TENM2","TENM2",1,2.34552329038897,4
"DUSP4","DUSP4",4,2.29052299744243,4
"PDE2A","PDE2A",1,3.00990097724746,4
"CCL11","CCL11",4,2.07683097365622,4
"PHLDA2","PHLDA2",4,2.95001250765003,4
"GPR68","GPR68",4,2.3455360412142,4
"RAMP1","RAMP1",3,2.102199090792,4
"CXADR","CXADR",4,2.79241409502394,4
"ANO9","ANO9",2,3.14705079191402,4
"AC003681.1","AC003681.1",1,2.22561867828057,4
"MIR335","MIR335",1,3.13822404472329,4
"FGF1","FGF1",4,2.5084582614862,4
"TPSAB1","TPSAB1",1,2.4401972624585,4
"CLDN7","CLDN7",4,3.02210574868982,4
"GVINP1","GVINP1",2,3.23231646905439,4
"ALDH1A2","ALDH1A2",1,2.86077174122824,4
"BICDL1","BICDL1",2,3.12999319117553,4
"LAMA3","LAMA3",1,2.89025616298743,4
"CPNE5","CPNE5",2,3.07686624062059,4
"BDKRB2","BDKRB2",1,2.39986805024431,4
"BMP4","BMP4",1,2.87823667570272,4
"KERA","KERA",1,2.76694256395647,4
"CENPE","CENPE",2,2.44140921623938,4
"GCH1","GCH1",2,2.42629454836532,4
"SVEP1","SVEP1",1,3.34513480072671,4
"IQCN","IQCN",1,2.9398036863635,4
"CPB1","CPB1",1,2.23016766056716,4
"LY9","LY9",2,3.11208258888265,4
"NPNT","NPNT",4,2.4361657803171,4
"LTBP4","LTBP4",1,3.08663434788556,4
"GATA2","GATA2",1,2.73871815807988,4
"SAA2","SAA2",4,2.01505171636291,4
"LINC01235","LINC01235",1,2.07574782516913,4
"FCER2","FCER2",2,2.82654162826371,4
"EGR3","EGR3",1,2.4774598378679,4
"RPL6","RPL6",3,2.00261171998938,4
"MACC1","MACC1",4,2.66298062091472,4
"BTLA","BTLA",2,3.29702174368027,4
"TCEA1","TCEA1",4,2.36242412235414,4
"TRAF1","TRAF1",2,3.06050569127564,4
"TPD52L1","TPD52L1",4,2.46311437231463,4
"CXCR3","CXCR3",2,3.1079534710897,4
"CDH2","CDH2",4,2.62947411777936,4
"SUGCT","SUGCT",4,3.00101863495679,4
"BLK","BLK",2,3.39972542759712,4
"RASGRP1","RASGRP1",2,3.15085802431021,4
"MMP19","MMP19",1,2.42258573812078,4
"IL18","IL18",2,2.69813991612026,4
"PYHIN1","PYHIN1",2,3.04412312581483,4
"ANXA3","ANXA3",4,2.4923071993201,4
"EVI2A","EVI2A",2,2.63520011359257,4
"CLEC5A","CLEC5A",4,2.8427622358602,4
"LIMD2","LIMD2",2,3.5526353521183,4
"RBP5","RBP5",2,3.09990248568541,4
"GALNT15","GALNT15",1,2.27861253456167,4
"AQP9","AQP9",2,1.97799747786287,4
"SLAMF1","SLAMF1",2,3.2904211560524,4
"EDN1","EDN1",1,2.39058506900744,4
"CMA1","CMA1",1,2.85199746308165,4
"ADAM19","ADAM19",2,2.69627529731519,4
"DSC2","DSC2",4,3.05920603747633,4
"ITGA7","ITGA7",1,2.91391396814381,4
"TESPA1","TESPA1",2,3.10197768142432,4
"L1TD1","L1TD1",1,2.52444050603033,4
"ITGB4","ITGB4",1,2.54922126971712,4
"S100A7","S100A7",3,2.23991926094208,4
"SBDS","SBDS",4,2.1781113748565,4
"NTN4","NTN4",1,2.53519958724317,4
"COL4A5","COL4A5",1,2.22887714458252,4
"CHMP5","CHMP5",4,2.48911790228176,4
"CNTN4","CNTN4",1,2.41775563415307,4
"CLDN11","CLDN11",1,2.83619882263712,4
"MSMO1","MSMO1",4,2.45585808630418,4
"ERRFI1","ERRFI1",4,2.64930898702396,4
"TUBB4B","TUBB4B",4,2.75285055183015,4
"ARL17B","ARL17B",1,2.19331219809486,4
"CYFIP2","CYFIP2",2,3.3276463409301,4
"AC037198.1","AC037198.1",3,2.25264292584833,4
"MX1","MX1",2,2.80015557961668,4
"HMOX1","HMOX1",3,2.15133510448555,4
"SEMA3G","SEMA3G",1,2.91020961218005,4
"LAD1","LAD1",4,2.81138894104649,4
"FHOD3","FHOD3",4,2.59212213193318,4
"RARRES1","RARRES1",2,2.00433637013199,4
"SIGLEC1","SIGLEC1",2,2.37511599050311,4
"PLOD2","PLOD2",4,2.74543687383249,4
"RIPOR2","RIPOR2",2,3.48598933600297,4
"H4C8","H4C8",3,2.20524247824185,4
"NEDD8","NEDD8",4,2.54900013405487,4
"CACNA1D","CACNA1D",1,2.74675951659942,4
"IFIT3","IFIT3",2,2.23325640779474,4
"TMEM132A","TMEM132A",4,3.06266068918522,4
"CADM3","CADM3",1,2.30966549385033,4
"AK5","AK5",1,2.37329919892582,4
"NKG7","NKG7",2,3.28380967650557,4
"CRYAB","CRYAB",4,2.67779099086173,4
"IGSF3","IGSF3",4,2.32420678909404,4
"CFAP69","CFAP69",1,2.79888134651293,4
"FGF7","FGF7",1,2.72382045333605,4
"LIFR","LIFR",1,3.53098505643742,4
"CKS2","CKS2",2,2.49559849942308,4
"SH2D2A","SH2D2A",2,2.64664189870051,4
"ABRACL","ABRACL",4,2.34962840812241,4
"DLL1","DLL1",1,2.5258882302159,4
"LINC02511","LINC02511",1,2.82807781944861,4
"AC005224.2","AC005224.2",2,2.79792140210416,4
"SLC16A3","SLC16A3",4,2.74156038185645,4
"AL031282.1","AL031282.1",3,3.06932162368262,4
"TTYH1","TTYH1",4,2.28356576415517,4
"ALDH1B1","ALDH1B1",4,2.98701766667632,4
"BMP8A","BMP8A",4,2.74245177373207,4
"PAPPA","PAPPA",3,2.38495286531015,4
"AACS","AACS",4,2.13386644114307,4
"S1PR4","S1PR4",2,3.46125500829776,4
"CYTIP","CYTIP",2,3.31527435454617,4
"PCED1B-AS1","PCED1B-AS1",2,3.53585883063385,4
"DPP4","DPP4",1,2.15290115218696,4
"MEIS1","MEIS1",1,2.85306995886274,4
"NOX4","NOX4",4,2.84296542981645,4
"SHANK2","SHANK2",4,2.66865953169123,4
"FCGR1A","FCGR1A",4,2.29739877839229,4
"THEMIS","THEMIS",2,3.13794267238201,4
"WDFY4","WDFY4",2,3.11115283771738,4
"IL2RG","IL2RG",2,3.66891209720645,4
"GSN-AS1","GSN-AS1",3,4.26396161129018,4
"KIAA1549L","KIAA1549L",4,2.28356459219581,4
"CCDC26","CCDC26",1,2.20749324695332,4
"FMO1","FMO1",1,2.81896973023722,4
"IRX3","IRX3",4,2.93735435467851,4
"GXYLT2","GXYLT2",3,2.85896995768664,4
"CLSTN2","CLSTN2",1,2.77016258776679,4
"NR2F1","NR2F1",1,3.54619579859718,4
"CDK1","CDK1",2,2.26830036944175,4
"CD177","CD177",3,2.37250671460471,4
"GATA3","GATA3",1,2.10038887306793,4
"RYR3","RYR3",1,2.69187370973949,4
"HMGB3","HMGB3",4,2.82740111551544,4
"GHR","GHR",1,2.69888581165977,4
"ALPL","ALPL",1,2.41974126534779,4
"AL078595.1","AL078595.1",3,4.41830867804092,4
"PID1","PID1",1,2.94552546679344,4
"CAMK4","CAMK4",2,3.14229029302061,4
"ANKRD22","ANKRD22",2,2.44190500260807,4
"WNT5A","WNT5A",4,2.7208800507635,4
"CD36","CD36",1,3.26604499222669,4
"RASSF6","RASSF6",1,2.01082989770904,4
"SELP","SELP",1,2.58974298017592,4
"RERG","RERG",1,2.78346314939759,4
"VPREB3","VPREB3",2,3.22582661784219,4
"TNRC6C-AS1","TNRC6C-AS1",2,3.03901985321977,4
"KCNE4","KCNE4",4,2.15447885942801,4
"P4HA3","P4HA3",4,2.6327235374675,4
"KANK4","KANK4",4,2.85092291968975,4
"BCL2A1","BCL2A1",2,2.86773769498934,4
"SEZ6L2","SEZ6L2",4,2.53480840836312,4
"PHYHD1","PHYHD1",1,2.92687991072995,4
"SLC1A3","SLC1A3",2,2.31619807761195,4
"KRT8","KRT8",4,2.87832055801179,4
"PTGIS","PTGIS",3,2.59048532428734,4
"LILRB5","LILRB5",1,2.45828330466092,4
"OMD","OMD",1,2.47625133561804,4
"CD69","CD69",2,2.89795957185622,4
"BICDL2","BICDL2",4,2.49984970369211,4
"KLRB1","KLRB1",2,2.94218434888921,4
"RNPEP","RNPEP",4,2.34357892329373,4
"NPL","NPL",2,2.45696914231838,4
"IL2RA","IL2RA",2,2.43845986098479,4
"AKR1B1","AKR1B1",4,2.52916961391098,4
"GRAP2","GRAP2",2,3.10640736871511,4
"LAX1","LAX1",2,3.09358889370399,4
"MATN2","MATN2",1,3.33269330231562,4
"C16orf54","C16orf54",2,3.21959037161376,4
"TLR2","TLR2",4,2.36838601439885,4
"GPAM","GPAM",1,2.39488015810939,4
"HERC5","HERC5",2,2.48579486624035,4
"ZNF831","ZNF831",2,3.16751149222661,4
"WWC1","WWC1",4,2.8988397051372,4
"SAMD5","SAMD5",1,2.82907558916508,4
"ADGRD1","ADGRD1",1,2.52063974863181,4
"IRF7","IRF7",2,3.07738457762825,4
"FGFR2","FGFR2",4,2.28749612439252,4
"PKP3","PKP3",4,3.02408128685031,4
"HPN","HPN",4,2.37843679575949,4
"SERINC2","SERINC2",4,2.91459736668561,4
"TNFRSF18","TNFRSF18",2,2.8877235951066,4
"TMEM132C","TMEM132C",1,2.99133827870435,4
"CST7","CST7",2,2.96249770381402,4
"CBLN4","CBLN4",3,2.37422440364172,4
"GPC1","GPC1",4,3.09049868842999,4
"CILP","CILP",3,2.79894003299705,4
"PTCH2","PTCH2",1,2.53734561791936,4
"TRIM9","TRIM9",1,2.84823202320619,4
"ICOS","ICOS",2,3.07359683398627,4
"MIR3142HG","MIR3142HG",2,2.75974347342652,4
"TNFRSF21","TNFRSF21",1,2.39877044747925,4
"TRABD2A","TRABD2A",2,3.01635139876643,4
"SYT1","SYT1",1,2.66473882601761,4
"MAFF","MAFF",1,2.56763234212178,4
"EZH2","EZH2",2,2.55069168627027,4
"CXCR4","CXCR4",2,3.06425189929231,4
"TFPI2","TFPI2",1,2.13969243038795,4
"LOXL2","LOXL2",4,2.96877879848234,4
"SCNN1A","SCNN1A",4,2.34446346884222,4
"GRB7","GRB7",4,2.68243743689745,4
"MT-TV","MT-TV",4,2.49086815294627,4
"H2BC5","H2BC5",4,2.00085505677812,4
"PDE7B","PDE7B",1,2.77738631724977,4
"MICAL2","MICAL2",4,2.89811613854608,4
"TP63","TP63",1,2.55270989629082,4
"SOCS1","SOCS1",2,2.66160447028521,4
"TMEM63B","TMEM63B",4,2.4881780358255,4
"OLA1","OLA1",4,2.28894053240581,4
"SLC19A2","SLC19A2",1,2.25440361200162,4
"IGSF6","IGSF6",2,2.50335446162682,4
"SYBU","SYBU",1,2.58803733396921,4
"FAXDC2","FAXDC2",1,3.15513256708358,4
"PRRG3","PRRG3",1,2.9017318918488,4
"PARVG","PARVG",2,3.17151584879905,4
"F3","F3",4,2.39285912870546,4
"CLDN5","CLDN5",1,3.12734511557658,4
"C2","C2",2,2.56636519252252,4
"ICAM1","ICAM1",2,2.44964700915446,4
"ISM1","ISM1",1,2.38558051019466,4
"CLSPN","CLSPN",2,2.48361761581767,4
"FAM110D","FAM110D",1,2.715256637926,4
"RTP4","RTP4",2,2.25129971424797,4
"IFIT2","IFIT2",2,2.04684102258532,4
"PFKFB3","PFKFB3",4,2.39407020140795,4
"MIR22HG","MIR22HG",4,2.26629421661948,4
"SLC22A3","SLC22A3",1,2.40229864455215,4
"RASGRP2","RASGRP2",2,3.21312305362199,4
"ABLIM3","ABLIM3",1,2.75153562698936,4
"ATP13A4","ATP13A4",4,2.23842817052047,4
"PSTPIP1","PSTPIP1",2,3.18729560664944,4
"AC092279.2","AC092279.2",1,2.44746350069495,4
"CCT8","CCT8",4,2.30336587540532,4
"SEC14L2","SEC14L2",4,2.51599367058939,4
"FBP1","FBP1",4,2.08485461655422,4
"PDK4","PDK4",1,2.97293612752917,4
"KCNMB1","KCNMB1",4,2.29135154248547,4
"LRRC26","LRRC26",1,2.13999782233617,4
"GAPT","GAPT",2,2.64137636885589,4
"AFMID","AFMID",1,2.24595060554654,4
"CSRNP1","CSRNP1",1,2.43566971725882,4
"MEI1","MEI1",2,3.11088647235333,4
"NAMPT","NAMPT",4,2.10225711173513,4
"MT-TP","MT-TP",3,2.69870401451783,4
"GADD45G","GADD45G",4,2.38777600626109,4
"CYP4X1","CYP4X1",1,2.38064980715065,4
"AFF3","AFF3",1,2.58660002609052,4
"AKR1C3","AKR1C3",1,2.77854394187833,4
"CTLA4","CTLA4",2,2.97273033677867,4
"FMO3","FMO3",3,2.1316127434829,4
"FAM83H","FAM83H",4,2.90304973587553,4
"SNAI1","SNAI1",4,2.45414150067713,4
"ACACB","ACACB",1,3.14924874663872,4
"PDLIM4","PDLIM4",4,2.76423732671018,4
"DCXR","DCXR",4,2.24666141907071,4
"IGDCC4","IGDCC4",1,2.43418047340523,4
"AC144530.1","AC144530.1",3,4.03710420576638,4
"SLC2A1","SLC2A1",4,2.32820265359689,4
"HLA-DOA","HLA-DOA",2,2.54252488226695,4
"CLEC4E","CLEC4E",2,2.20540128442554,4
"EAF2","EAF2",2,2.63030174627386,4
"SYNDIG1","SYNDIG1",4,2.98493243759442,4
"SLA2","SLA2",2,3.21756138906245,4
"SNX22","SNX22",2,2.73008233705514,4
"ARNTL2","ARNTL2",2,2.42293316949124,4
"NGFR","NGFR",1,2.64943899992554,4
"RRM2","RRM2",2,2.56547717353134,4
"AC093908.1","AC093908.1",3,2.32621198521023,4
"POLR2M","POLR2M",4,2.03994841914046,4
"LINC01252","LINC01252",1,2.09967236081278,4
"BCL11B","BCL11B",2,3.4886487791889,4
"MYH11","MYH11",1,2.94029493241761,4
"CDON","CDON",1,2.84496763719301,4
"LY75","LY75",2,3.06676110464452,4
"RGS2","RGS2",4,2.35705909348253,4
"ANKRD36B","ANKRD36B",3,2.1762301275233,4
"RNF19B","RNF19B",4,2.32005718457525,4
"FHL1","FHL1",1,3.17853761860749,4
"CEP55","CEP55",2,2.58395455687983,4
"AP1M2","AP1M2",4,2.81125535331392,4
"JPT1","JPT1",2,2.45278063351733,4
"AL031595.2","AL031595.2",1,2.16323029987298,4
"CD226","CD226",2,2.92581387182831,4
"MIR503HG","MIR503HG",1,2.09807423032487,4
"PTK7","PTK7",4,3.10732145115822,4
"PTPN22","PTPN22",2,2.99980608690731,4
"C1orf116","C1orf116",4,2.58500256770706,4
"ANLN","ANLN",4,2.38978960898829,4
"NRG2","NRG2",1,2.59850161120401,4
"RHEB","RHEB",4,2.56782258868388,4
"HOPX","HOPX",4,2.02748229044426,4
"EPHB2","EPHB2",3,2.66803130589995,4
"ALOX5AP","ALOX5AP",2,2.6100791484392,4
"PROM2","PROM2",4,2.6666068605555,4
"SEMA3D","SEMA3D",1,2.55062731025126,4
"MEIS3","MEIS3",4,2.38589922086733,4
"CHRD","CHRD",1,2.72032701108477,4
"RIC3","RIC3",2,2.42361971654301,4
"MARC1","MARC1",1,2.2387157860054,4
"COL8A2","COL8A2",4,3.16067399220879,4
"TBX18","TBX18",1,2.79364373419851,4
"C6orf141","C6orf141",1,2.32955417695851,4
"CADM3-AS1","CADM3-AS1",1,2.79120055861832,4
"SLC38A5","SLC38A5",2,2.54318472991699,4
"EN1","EN1",4,2.81823200334555,4
"FBN2","FBN2",4,2.33103056511325,4
"IGFBP6","IGFBP6",1,3.23094836796026,4
"SIT1","SIT1",2,3.46028453590967,4
"S100B","S100B",1,2.00544505016581,4
"PSMB9","PSMB9",2,3.10526443614745,4
"BMPR1B","BMPR1B",4,2.48659261807948,4
"LLGL2","LLGL2",4,2.40992323868786,4
"ARHGAP15","ARHGAP15",2,3.28854448965234,4
"LUCAT1","LUCAT1",2,1.99929222903908,4
"FKBP4","FKBP4",4,2.75393882563262,4
"MMP25","MMP25",2,2.66015782436971,4
"EFNA1","EFNA1",4,2.84051187875618,4
"FBXO2","FBXO2",1,2.34096636048033,4
"IL1RN","IL1RN",4,2.10339601561226,4
"RBM38","RBM38",2,2.72408134407298,4
"CKB","CKB",1,2.40980599462486,4
"PI4KA","PI4KA",4,2.29020335397044,4
"UNC93B1","UNC93B1",2,2.54289691396043,4
"DPT","DPT",1,2.71798519096465,4
"PTPRD","PTPRD",3,2.23090650776734,4
"MCOLN3","MCOLN3",1,2.49587939664255,4
"PRKCQ-AS1","PRKCQ-AS1",2,3.14415105577582,4
"TRIM59","TRIM59",3,2.3457589037915,4
"PTPN7","PTPN7",2,3.32898856714798,4
"TMEM156","TMEM156",2,2.97520865522891,4
"TRO","TRO",1,2.41414797152442,4
"MSR1","MSR1",4,2.45509094936712,4
"KIAA1143","KIAA1143",1,2.25814847586771,4
"MME","MME",1,2.57177242815344,4
"IFIT1","IFIT1",3,2.01508391628496,4
"COX5A","COX5A",4,2.53111898255393,4
"DDR1","DDR1",4,2.57274903517456,4
"PIK3CD","PIK3CD",2,2.95681854438034,4
"GREM1","GREM1",3,2.50899480885812,4
"DIO3OS","DIO3OS",1,2.87376096571707,4
"IFI44L","IFI44L",2,2.70587948661235,4
"IRX2","IRX2",4,2.54873762505004,4
"MRPL49","MRPL49",4,2.15345783583275,4
"STEAP1","STEAP1",4,2.1863853143964,4
"CLEC12A","CLEC12A",2,2.1366636952696,4
"MN1","MN1",4,2.25931040136997,4
"EOMES","EOMES",2,3.03571320469933,4
"PNP","PNP",2,2.30525744397606,4
"MYB","MYB",1,2.141797351323,4
"ZNF483","ZNF483",1,2.85545848738578,4
"ARHGAP9","ARHGAP9",2,3.08095688192942,4
"AL136164.3","AL136164.3",1,2.60694253187292,4
"MYO1G","MYO1G",2,3.16096026829025,4
"RGS18","RGS18",2,2.36362803188471,4
"TACC3","TACC3",2,2.84930101547456,4
"PCED1B","PCED1B",2,3.10170512467075,4
"KANK3","KANK3",1,2.69404513881669,4
"ADAMTS15","ADAMTS15",1,2.73559605768817,4
"ADCYAP1R1","ADCYAP1R1",1,2.95331743139343,4
"NDC80","NDC80",2,2.39474930515511,4
"NME1","NME1",4,2.69741054810499,4
"PCLO","PCLO",4,2.2321673634169,4
"AC124319.1","AC124319.1",3,2.77688687567317,4
"EDNRA","EDNRA",4,2.60077568972292,4
"NR1D1","NR1D1",1,2.1418538389166,4
"ZNRD1","ZNRD1",2,2.24428633256863,4
"CITED4","CITED4",4,2.50291396583571,4
"H2AW","H2AW",4,2.24941793442138,4
"CNKSR2","CNKSR2",1,2.62567472500545,4
"EGFLAM","EGFLAM",1,2.9662617569581,4
"CD180","CD180",2,2.73876257995491,4
"ACOT2","ACOT2",4,2.47170627572749,4
"AC080038.2","AC080038.2",4,2.0235027818027,4
"MAOA","MAOA",1,2.64518428681316,4
"C5orf46","C5orf46",4,3.00663930066141,4
"OLFML2B","OLFML2B",4,2.72403039967975,4
"SLAMF6","SLAMF6",2,3.34527572752273,4
"SPN","SPN",2,3.30168179566605,4
"PTPRT","PTPRT",1,2.64362333730926,4
"SPOCD1","SPOCD1",4,2.68769905846962,4
"HBEGF","HBEGF",4,2.04914606586982,4
"VIPR1","VIPR1",1,2.57404991803252,4
"NCF4","NCF4",2,2.87802158830575,4
"RASEF","RASEF",4,2.26825954100108,4
"F8","F8",1,2.79493458319323,4
"SORBS1","SORBS1",1,2.55157409787557,4
"SHISA2","SHISA2",4,2.37731806935239,4
"SLC18A2","SLC18A2",1,2.6608309635889,4
"PTH1R","PTH1R",1,2.53053423562297,4
"FOXC1","FOXC1",4,2.53219695339934,4
"OLFM2","OLFM2",1,2.11085302426281,4
"ITGB8","ITGB8",4,2.38085993685241,4
"SMIM26","SMIM26",2,2.05516670033689,4
"PELI2","PELI2",1,2.53302393132533,4
"DOCK2","DOCK2",2,3.16524415829327,4
"PCDH9","PCDH9",1,2.3480805910609,4
"CAB39L","CAB39L",1,2.57723644429552,4
"PTAFR","PTAFR",2,2.46132628315265,4
"H2AC6","H2AC6",4,2.14519623860755,4
"CRISPLD1","CRISPLD1",1,2.40227516288845,4
"CMYA5","CMYA5",1,2.80347120126547,4
"HOXA9","HOXA9",1,2.20363573443887,4
"GREB1","GREB1",1,2.43367815514533,4
"RAMP3","RAMP3",1,2.42990603348843,4
