"","Sample","Cluster","Max_Coefficient","Rank"
"set4_10_14824_667_DCIS_Str","set4_10_14824_667_DCIS_Str",4,0.174855422891325,4
"set4_10_14825_667_NL_Str","set4_10_14825_667_NL_Str",4,0.199998566584827,4
"set4_10_14827_668_IBC_Str","set4_10_14827_668_IBC_Str",2,0.276865392173495,4
"set4_10_14831_668_DCIS_Str","set4_10_14831_668_DCIS_Str",3,0.194789754973404,4
"set4_10_14832_668_NL_Str","set4_10_14832_668_NL_Str",4,0.194139604282496,4
"set4_10_14835_669_IBC_Str","set4_10_14835_669_IBC_Str",2,0.254457906775625,4
"set4_10_14836_669_NL_Str","set4_10_14836_669_NL_Str",4,0.197439890859511,4
"set4_10_14838_669_DCIS_Str","set4_10_14838_669_DCIS_Str",4,0.204881335509584,4
"set4_10_14841_670_EN_Str","set4_10_14841_670_EN_Str",4,0.203390158042354,4
"set4_10_14842_670_DCIS_Str","set4_10_14842_670_DCIS_Str",3,0.309501482382151,4
"set4_10_14845_670_DCIS_Str","set4_10_14845_670_DCIS_Str",1,0.141470724630568,4
"set4_10_14846_670_IBC_Str","set4_10_14846_670_IBC_Str",3,0.352188985936146,4
"set4_10_14850_670_BBD_Str","set4_10_14850_670_BBD_Str",3,0.197864731371727,4
"set4_10_14851_670_CCC_Str","set4_10_14851_670_CCC_Str",4,0.237885692603736,4
"set4_10_14852_670_AM_Str","set4_10_14852_670_AM_Str",4,0.234019263829515,4
"set4_10_14865_672_inf_NL_Str_S2_R1_001","set4_10_14865_672_inf_NL_Str_S2_R1_001",4,0.230844720695989,4
"set4_10_14867_672_IBC_Str_1_S4_R1_001","set4_10_14867_672_IBC_Str_1_S4_R1_001",2,0.291935097330641,4
"set4_10_14871_672_DCIS_Str_S8_R1_001","set4_10_14871_672_DCIS_Str_S8_R1_001",1,0.157597244366625,4
"set4_10_14872_672_CaLob_Str_S9_R1_001","set4_10_14872_672_CaLob_Str_S9_R1_001",1,0.251879255465574,4
"set4_10_14874_672_NL_Str_S11_R1_001","set4_10_14874_672_NL_Str_S11_R1_001",4,0.243324315914889,4
"set4_10_14877_672_CCC_Str_S14_R1_001","set4_10_14877_672_CCC_Str_S14_R1_001",4,0.251812151931716,4
"set4_10_14879_673_IBC_Str_S16_R1_001","set4_10_14879_673_IBC_Str_S16_R1_001",2,0.284608669517543,4
"set4_10_14881_673_DCIS_Str_S18_R1_001","set4_10_14881_673_DCIS_Str_S18_R1_001",1,0.284816427759828,4
"set4_10_14883_673_NL_Str_S20_R1_001","set4_10_14883_673_NL_Str_S20_R1_001",4,0.181410810316795,4
"set4_10_14885_673_AM_Str_S22_R1_001","set4_10_14885_673_AM_Str_S22_R1_001",4,0.216586660755647,4
"set4_10_14887_673_CCC_Str_S24_R1_001","set4_10_14887_673_CCC_Str_S24_R1_001",4,0.249074419811284,4
"set4_10_14889_673_EN_Str_S26_R1_001","set4_10_14889_673_EN_Str_S26_R1_001",4,0.204514881661956,4
"set4_10_14891_674_DCIS_Str_S28_R1_001","set4_10_14891_674_DCIS_Str_S28_R1_001",1,0.129225893651725,4
"set4_10_14893_674_IBC_Str_S30_R1_001","set4_10_14893_674_IBC_Str_S30_R1_001",2,0.20439066601972,4
"set4_10_14895_674_BBD_Str_S32_R1_001","set4_10_14895_674_BBD_Str_S32_R1_001",4,0.18602263724309,4
"set4_10_14900_675_EN1_Str_S34_R1_001","set4_10_14900_675_EN1_Str_S34_R1_001",4,0.253367669484711,4
"set4_10_14902_675_EN2_Str","set4_10_14902_675_EN2_Str",4,0.263779973488516,4
"set4_10_14903_675_EN3_Str","set4_10_14903_675_EN3_Str",4,0.269822649397152,4
"set4_10_14906_675_NL_Str","set4_10_14906_675_NL_Str",4,0.216743164953465,4
"set4_10_14923_677_IBC_Str","set4_10_14923_677_IBC_Str",2,0.20901306736473,4
"set4_10_14925_677_DCIS_Str","set4_10_14925_677_DCIS_Str",1,0.187374933317643,4
"set4_10_14927_677_NL_Str","set4_10_14927_677_NL_Str",1,0.17784576186258,4
"set4_10_14929_677_LVI_Str","set4_10_14929_677_LVI_Str",2,0.189540310051652,4
"set4_10_14931_678_IBC_Str","set4_10_14931_678_IBC_Str",2,0.275911323865105,4
"set4_10_14933_678_PLC_Str","set4_10_14933_678_PLC_Str",4,0.227220742825434,4
"set4_10_14935_678_EN_Str","set4_10_14935_678_EN_Str",4,0.265252351631424,4
"set4_10_14937_678_NL_Str","set4_10_14937_678_NL_Str",4,0.197876387874118,4
"set4_10_14939_679_IBC_Str","set4_10_14939_679_IBC_Str",2,0.315271553448986,4
"set4_10_14941_679_DCIS_Str","set4_10_14941_679_DCIS_Str",4,0.20256207111851,4
"set4_10_14943_679_NL_Str","set4_10_14943_679_NL_Str",4,0.225011148047912,4
"set4_10_14955_680_DCIS_2_Str","set4_10_14955_680_DCIS_2_Str",2,0.162240608227326,4
"set4_10_14957_680_ADH_2_Str","set4_10_14957_680_ADH_2_Str",4,0.144580910490698,4
"set4_10_14945_680_ADH_1_Str","set4_10_14945_680_ADH_1_Str",4,0.198375660788913,4
"set4_10_14947_680_UDH_Str","set4_10_14947_680_UDH_Str",4,0.257859279866213,4
"set4_10_14949_680_NL_Str","set4_10_14949_680_NL_Str",4,0.20573421636687,4
"set4_10_14951_680_DCIS_1_Str","set4_10_14951_680_DCIS_1_Str",2,0.1633280980614,4
"set4_10_14953_680_IBC_Str","set4_10_14953_680_IBC_Str",2,0.20460949807236,4
"set4_10_14959_680_LG_DCIS_Str","set4_10_14959_680_LG_DCIS_Str",1,0.235188285627487,4
"set4_10_14961_680_AM_Str","set4_10_14961_680_AM_Str",3,0.469210359646014,4
"set4_10_14967_681_DCIS_Str","set4_10_14967_681_DCIS_Str",4,0.136292645639653,4
"set4_10_14969_681_AM_Str","set4_10_14969_681_AM_Str",4,0.206255161366418,4
"set4_10_14971_681_EN_Str","set4_10_14971_681_EN_Str",4,0.170181763850248,4
"set4_10_14973_681_ADH_1_Str","set4_10_14973_681_ADH_1_Str",4,0.161053365167346,4
"set4_10_14975_681_IBC_Str","set4_10_14975_681_IBC_Str",2,0.311793302889732,4
"set4_10_14977_681_NL_Str","set4_10_14977_681_NL_Str",4,0.239773934885985,4
"set4_10_14979_682_NL_Str","set4_10_14979_682_NL_Str",4,0.200525604772902,4
"set4_10_14981_682_EN_Str","set4_10_14981_682_EN_Str",4,0.185141648301424,4
"set4_10_14983_682_IBC_Str","set4_10_14983_682_IBC_Str",2,0.202519201238811,4
"set4_10_14985_682_Inf_NL_Str","set4_10_14985_682_Inf_NL_Str",1,0.223135674795459,4
